Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
510;1;0.150;1.450;-3.536;0.06;-0.20;-0.13;0.65;-0.11;2.07;34.59;-2.44
511;1;0.150;1.550;-3.560;0.03;-0.16;-0.10;0.25;0.02;0.95;30.74;-2.21
512;1;0.150;1.650;-3.585;0.02;-0.11;-0.07;0.18;0.27;0.24;26.69;-2.05
513;1;0.150;1.750;-3.609;0.02;-0.09;-0.06;0.33;0.41;-0.18;23.34;-1.83
514;1;0.150;1.850;-3.633;0.02;-0.08;-0.06;0.44;0.44;-0.48;20.85;-1.48
515;1;0.150;1.950;-3.657;0.02;-0.06;-0.05;0.47;0.45;-0.75;19.01;-1.18
516;1;0.250;0.050;-3.224;-1.33;-7.60;-5.94;14.77;52.83;38.77;41.79;34.56
517;1;0.250;0.150;-3.248;2.43;-2.48;-1.69;-22.31;14.24;32.12;51.74;36.54
518;1;0.250;0.250;-3.271;3.16;0.63;-0.86;-20.94;-5.49;29.78;55.30;29.13
519;1;0.250;0.350;-3.295;3.15;1.12;-0.87;-10.43;-9.23;25.46;56.06;22.37
520;1;0.250;0.450;-3.318;2.79;0.87;-0.80;-3.18;-7.64;20.89;55.57;17.15
521;1;0.250;0.550;-3.341;2.20;0.53;-0.67;0.47;-5.31;16.59;53.95;13.10
522;1;0.250;0.650;-3.365;1.59;0.27;-0.54;1.88;-3.47;12.83;51.70;9.98
523;1;0.250;0.750;-3.388;1.09;0.10;-0.43;2.10;-2.28;9.72;49.47;7.68
524;1;0.250;0.850;-3.412;0.73;-0.01;-0.33;1.83;-1.57;7.22;47.41;6.01
525;1;0.250;0.950;-3.435;0.48;-0.09;-0.25;1.40;-1.14;5.26;45.22;4.75
526;1;0.250;1.050;-3.459;0.32;-0.12;-0.19;0.97;-0.81;3.73;42.63;3.69
527;1;0.250;1.150;-3.482;0.22;-0.13;-0.14;0.65;-0.54;2.52;39.68;2.76
528;1;0.250;1.250;-3.505;0.15;-0.14;-0.11;0.60;-0.32;1.54;36.61;1.92
529;1;0.250;1.350;-3.529;0.11;-0.15;-0.10;0.71;-0.11;0.84;33.87;1.17
530;1;0.250;1.450;-3.552;0.08;-0.15;-0.09;0.71;0.19;0.34;31.71;0.55
531;1;0.250;1.550;-3.576;0.07;-0.15;-0.08;0.50;0.48;-0.18;29.86;0.13
532;1;0.250;1.650;-3.599;0.08;-0.12;-0.08;0.30;0.54;-0.82;27.64;-0.11
533;1;0.250;1.750;-3.623;0.08;-0.09;-0.07;0.27;0.43;-1.32;24.85;-0.18
534;1;0.250;1.850;-3.646;0.08;-0.07;-0.06;0.32;0.35;-1.61;22.07;0.02
535;1;0.250;1.950;-3.670;0.08;-0.05;-0.06;0.29;0.30;-2.00;19.70;0.41
536;1;0.350;0.050;-3.249;-1.40;-3.96;-2.87;10.64;32.02;39.47;20.50;33.51
537;1;0.350;0.150;-3.272;0.15;-1.77;-1.47;-9.78;14.03;27.67;32.38;37.72
538;1;0.350;0.250;-3.295;1.15;-0.26;-0.86;-13.35;2.22;23.19;39.37;33.58
539;1;0.350;0.350;-3.317;1.60;0.23;-0.68;-8.99;-2.41;18.70;42.46;28.14
540;1;0.350;0.450;-3.340;1.62;0.25;-0.55;-4.25;-3.24;14.54;43.76;23.20
541;1;0.350;0.550;-3.363;1.38;0.15;-0.43;-1.27;-2.80;10.70;43.85;19.00
542;1;0.350;0.650;-3.386;1.05;0.05;-0.33;0.16;-2.13;7.46;42.98;15.53
543;1;0.350;0.750;-3.409;0.75;-0.02;-0.25;0.68;-1.55;5.01;41.71;12.81
544;1;0.350;0.850;-3.431;0.52;-0.08;-0.19;0.77;-1.10;3.28;40.40;10.70
545;1;0.350;0.950;-3.454;0.36;-0.11;-0.15;0.66;-0.77;2.08;39.08;9.01
546;1;0.350;1.050;-3.477;0.25;-0.12;-0.12;0.48;-0.51;1.18;37.58;7.54
547;1;0.350;1.150;-3.500;0.19;-0.13;-0.10;0.35;-0.32;0.43;35.72;6.21
548;1;0.350;1.250;-3.523;0.15;-0.12;-0.08;0.31;-0.12;-0.19;33.42;4.98
549;1;0.350;1.350;-3.545;0.12;-0.11;-0.07;0.38;0.14;-0.58;30.92;3.90
550;1;0.350;1.450;-3.568;0.11;-0.11;-0.06;0.51;0.40;-0.86;28.79;3.10
551;1;0.350;1.550;-3.591;0.12;-0.10;-0.06;0.57;0.51;-1.24;27.20;2.58
552;1;0.350;1.650;-3.614;0.13;-0.09;-0.07;0.47;0.45;-1.81;25.72;2.22
553;1;0.350;1.750;-3.637;0.12;-0.07;-0.06;0.34;0.36;-2.36;23.91;1.97
554;1;0.350;1.850;-3.660;0.12;-0.05;-0.06;0.28;0.28;-2.72;21.79;1.90
555;1;0.350;1.950;-3.682;0.11;-0.03;-0.05;0.24;0.21;-3.04;19.71;2.08
556;1;0.450;0.050;-3.274;-1.24;-2.25;-1.52;9.31;19.15;36.80;10.43;31.64
557;1;0.450;0.150;-3.296;-0.70;-1.03;-0.97;-2.91;9.32;24.57;20.63;36.15
558;1;0.450;0.250;-3.318;0.10;-0.33;-0.66;-6.70;3.17;19.71;28.17;33.84
559;1;0.450;0.350;-3.340;0.62;-0.04;-0.49;-5.48;-0.06;14.94;32.40;29.85
560;1;0.450;0.450;-3.362;0.81;0.01;-0.36;-3.13;-1.21;10.86;34.68;25.69
561;1;0.450;0.550;-3.385;0.77;-0.02;-0.27;-1.35;-1.38;7.40;35.80;21.86
562;1;0.450;0.650;-3.407;0.63;-0.05;-0.20;-0.39;-1.24;4.58;36.02;18.50
563;1;0.450;0.750;-3.429;0.48;-0.08;-0.14;0.04;-1.02;2.55;35.62;15.71
564;1;0.450;0.850;-3.451;0.35;-0.10;-0.11;0.19;-0.78;1.27;34.90;13.47
565;1;0.450;0.950;-3.473;0.26;-0.11;-0.08;0.23;-0.52;0.52;34.05;11.63
566;1;0.450;1.050;-3.495;0.20;-0.11;-0.07;0.23;-0.27;-0.01;33.08;10.00
567;1;0.450;1.150;-3.518;0.17;-0.11;-0.06;0.23;-0.05;-0.50;31.91;8.51
568;1;0.450;1.250;-3.540;0.15;-0.10;-0.06;0.23;0.16;-1.03;30.42;7.17
569;1;0.450;1.350;-3.562;0.15;-0.09;-0.05;0.23;0.33;-1.61;28.65;6.10
570;1;0.450;1.450;-3.584;0.15;-0.08;-0.05;0.27;0.37;-2.16;26.71;5.31
571;1;0.450;1.550;-3.606;0.15;-0.06;-0.04;0.34;0.31;-2.61;24.85;4.77
572;1;0.450;1.650;-3.629;0.15;-0.05;-0.04;0.38;0.26;-3.00;23.22;4.36
573;1;0.450;1.750;-3.651;0.14;-0.03;-0.04;0.35;0.25;-3.35;21.76;4.04
574;1;0.450;1.850;-3.673;0.13;-0.02;-0.04;0.31;0.24;-3.62;20.25;3.77
575;1;0.450;1.950;-3.695;0.12;0.00;-0.03;0.30;0.23;-3.75;18.68;3.67
576;1;0.550;0.050;-3.298;-0.98;-1.37;-0.91;8.17;12.03;33.21;5.81;29.42
577;1;0.550;0.150;-3.320;-0.84;-0.60;-0.60;0.02;5.50;21.74;14.09;33.57
578;1;0.550;0.250;-3.341;-0.31;-0.25;-0.41;-2.90;2.41;17.35;20.73;32.24
579;1;0.550;0.350;-3.363;0.12;-0.12;-0.30;-2.88;0.58;12.77;25.14;29.30
580;1;0.550;0.450;-3.385;0.33;-0.08;-0.22;-1.95;-0.32;8.84;27.93;25.96
581;1;0.550;0.550;-3.406;0.39;-0.08;-0.15;-1.06;-0.64;5.68;29.60;22.68
582;1;0.550;0.650;-3.428;0.35;-0.09;-0.11;-0.49;-0.69;3.23;30.46;19.68
583;1;0.550;0.750;-3.449;0.29;-0.10;-0.08;-0.21;-0.62;1.54;30.70;17.09
584;1;0.550;0.850;-3.471;0.23;-0.10;-0.06;-0.08;-0.47;0.53;30.49;14.93
585;1;0.550;0.950;-3.492;0.19;-0.10;-0.05;0.00;-0.25;-0.07;30.02;13.11
586;1;0.550;1.050;-3.514;0.17;-0.09;-0.04;0.06;-0.03;-0.56;29.38;11.52
587;1;0.550;1.150;-3.535;0.16;-0.09;-0.04;0.12;0.16;-1.11;28.57;10.10
588;1;0.550;1.250;-3.557;0.17;-0.08;-0.04;0.16;0.28;-1.79;27.59;8.84
589;1;0.550;1.350;-3.579;0.17;-0.07;-0.04;0.17;0.31;-2.53;26.41;7.80
590;1;0.550;1.450;-3.600;0.17;-0.05;-0.03;0.15;0.26;-3.19;24.96;6.97
591;1;0.550;1.550;-3.622;0.17;-0.03;-0.03;0.16;0.21;-3.64;23.29;6.32
592;1;0.550;1.650;-3.643;0.15;-0.02;-0.03;0.21;0.21;-3.91;21.65;5.83
593;1;0.550;1.750;-3.665;0.14;0.00;-0.02;0.27;0.23;-4.11;20.19;5.47
594;1;0.550;1.850;-3.686;0.14;0.01;-0.02;0.29;0.24;-4.26;18.83;5.18
595;1;0.550;1.950;-3.708;0.13;0.03;-0.02;0.31;0.26;-4.31;17.49;4.99
596;1;0.650;0.050;-3.323;-0.72;-0.85;-0.59;6.88;8.00;29.90;3.83;27.09
597;1;0.650;0.150;-3.344;-0.74;-0.35;-0.36;1.02;3.12;19.41;10.55;30.66
598;1;0.650;0.250;-3.365;-0.40;-0.18;-0.23;-1.09;1.52;15.46;16.09;29.77
599;1;0.650;0.350;-3.386;-0.09;-0.12;-0.16;-1.42;0.60;11.38;20.11;27.60
600;1;0.650;0.450;-3.407;0.09;-0.11;-0.11;-1.15;0.03;7.79;22.99;24.96
601;1;0.650;0.550;-3.428;0.17;-0.10;-0.07;-0.76;-0.26;4.90;24.92;22.26
602;1;0.650;0.650;-3.449;0.18;-0.10;-0.05;-0.46;-0.35;2.74;26.09;19.73
603;1;0.650;0.750;-3.470;0.17;-0.10;-0.04;-0.28;-0.31;1.29;26.70;17.51
604;1;0.650;0.850;-3.490;0.15;-0.09;-0.03;-0.19;-0.18;0.36;26.89;15.59
605;1;0.650;0.950;-3.511;0.15;-0.09;-0.03;-0.11;-0.01;-0.32;26.77;13.92
606;1;0.650;1.050;-3.532;0.15;-0.08;-0.03;-0.05;0.14;-1.00;26.41;12.45
607;1;0.650;1.150;-3.553;0.16;-0.07;-0.02;0.01;0.24;-1.74;25.86;11.14
608;1;0.650;1.250;-3.574;0.17;-0.05;-0.02;0.06;0.26;-2.52;25.12;9.96
609;1;0.650;1.350;-3.595;0.18;-0.04;-0.02;0.10;0.23;-3.21;24.23;8.93
610;1;0.650;1.450;-3.616;0.18;-0.03;-0.02;0.12;0.21;-3.75;23.17;8.04
611;1;0.650;1.550;-3.637;0.17;-0.01;-0.02;0.12;0.22;-4.16;21.96;7.33
612;1;0.650;1.650;-3.658;0.17;0.01;-0.02;0.14;0.24;-4.46;20.64;6.80
613;1;0.650;1.750;-3.679;0.16;0.02;-0.02;0.18;0.25;-4.66;19.29;6.42
614;1;0.650;1.850;-3.700;0.16;0.04;-0.01;0.22;0.25;-4.80;17.98;6.18
615;1;0.650;1.950;-3.721;0.15;0.05;-0.01;0.24;0.25;-4.90;16.70;6.03
616;1;0.750;0.050;-3.348;-0.52;-0.52;-0.39;5.52;5.55;27.14;3.17;24.82
617;1;0.750;0.150;-3.368;-0.59;-0.21;-0.21;1.12;1.77;17.53;8.62;27.73
618;1;0.750;0.250;-3.388;-0.35;-0.13;-0.11;-0.36;0.91;13.90;13.26;27.04
619;1;0.750;0.350;-3.409;-0.15;-0.11;-0.07;-0.71;0.45;10.31;16.76;25.41
620;1;0.750;0.450;-3.429;-0.02;-0.10;-0.04;-0.67;0.13;7.15;19.42;23.36
621;1;0.750;0.550;-3.449;0.05;-0.10;-0.03;-0.52;-0.07;4.53;21.39;21.20
622;1;0.750;0.650;-3.470;0.08;-0.10;-0.02;-0.39;-0.13;2.58;22.72;19.17
623;1;0.750;0.750;-3.490;0.10;-0.09;-0.01;-0.29;-0.07;1.24;23.54;17.35
624;1;0.750;0.850;-3.510;0.11;-0.08;-0.01;-0.22;0.05;0.28;23.99;15.73
625;1;0.750;0.950;-3.530;0.13;-0.07;-0.01;-0.17;0.15;-0.57;24.12;14.25
626;1;0.750;1.050;-3.551;0.15;-0.06;-0.01;-0.12;0.22;-1.43;24.00;12.90
627;1;0.750;1.150;-3.571;0.16;-0.05;-0.01;-0.07;0.23;-2.28;23.65;11.69
628;1;0.750;1.250;-3.591;0.17;-0.03;-0.01;-0.03;0.22;-3.05;23.08;10.59
629;1;0.750;1.350;-3.612;0.18;-0.02;-0.01;0.02;0.20;-3.65;22.31;9.60
630;1;0.750;1.450;-3.632;0.18;-0.01;-0.01;0.07;0.22;-4.12;21.46;8.76
631;1;0.750;1.550;-3.652;0.18;0.01;-0.02;0.11;0.24;-4.51;20.56;8.08
632;1;0.750;1.650;-3.673;0.18;0.03;-0.02;0.12;0.25;-4.85;19.57;7.55
633;1;0.750;1.750;-3.693;0.18;0.04;-0.01;0.13;0.24;-5.10;18.46;7.16
634;1;0.750;1.850;-3.713;0.18;0.06;-0.01;0.15;0.23;-5.25;17.31;6.91
635;1;0.750;1.950;-3.734;0.17;0.08;-0.01;0.16;0.22;-5.39;16.18;6.77
636;1;0.850;0.050;-3.372;-0.37;-0.30;-0.25;4.19;3.89;24.74;3.33;22.72
637;1;0.850;0.150;-3.392;-0.44;-0.11;-0.12;0.87;0.99;15.92;7.56;24.93
638;1;0.850;0.250;-3.412;-0.28;-0.09;-0.05;-0.11;0.54;12.58;11.50;24.37
639;1;0.850;0.350;-3.431;-0.15;-0.09;-0.02;-0.38;0.30;9.38;14.55;23.14
640;1;0.850;0.450;-3.451;-0.06;-0.09;-0.01;-0.42;0.13;6.56;16.89;21.53
641;1;0.850;0.550;-3.471;0.00;-0.09;0.00;-0.38;0.03;4.22;18.74;19.86
642;1;0.850;0.650;-3.490;0.03;-0.08;0.00;-0.32;0.03;2.45;20.15;18.30
643;1;0.850;0.750;-3.510;0.06;-0.08;0.00;-0.28;0.10;1.16;21.10;16.85
644;1;0.850;0.850;-3.530;0.09;-0.07;0.00;-0.24;0.17;0.11;21.71;15.48
645;1;0.850;0.950;-3.550;0.11;-0.06;0.00;-0.21;0.21;-0.88;22.00;14.18
646;1;0.850;1.050;-3.569;0.14;-0.04;0.00;-0.17;0.22;-1.82;22.01;12.96
647;1;0.850;1.150;-3.589;0.15;-0.03;0.00;-0.13;0.21;-2.67;21.80;11.84
648;1;0.850;1.250;-3.609;0.17;-0.02;0.00;-0.09;0.20;-3.39;21.37;10.84
649;1;0.850;1.350;-3.628;0.18;0.00;-0.01;-0.05;0.22;-3.99;20.77;9.95
650;1;0.850;1.450;-3.648;0.18;0.01;-0.01;0.00;0.23;-4.48;20.06;9.21
651;1;0.850;1.550;-3.668;0.19;0.03;-0.01;0.05;0.23;-4.88;19.29;8.58
652;1;0.850;1.650;-3.687;0.19;0.05;-0.01;0.07;0.22;-5.19;18.48;8.09
653;1;0.850;1.750;-3.707;0.19;0.06;-0.01;0.09;0.22;-5.43;17.59;7.69
654;1;0.850;1.850;-3.727;0.19;0.08;-0.01;0.10;0.21;-5.58;16.66;7.40
655;1;0.850;1.950;-3.746;0.18;0.10;-0.01;0.11;0.19;-5.69;15.71;7.23
656;1;0.950;0.050;-3.397;-0.27;-0.16;-0.16;3.01;2.67;22.56;4.04;20.79
657;1;0.950;0.150;-3.416;-0.32;-0.05;-0.06;0.57;0.52;14.41;7.10;22.29
658;1;0.950;0.250;-3.435;-0.22;-0.06;-0.01;-0.04;0.31;11.41;10.42;21.87
659;1;0.950;0.350;-3.454;-0.13;-0.07;0.01;-0.22;0.19;8.51;13.10;20.94
660;1;0.950;0.450;-3.473;-0.07;-0.07;0.01;-0.29;0.11;5.92;15.13;19.69
661;1;0.950;0.550;-3.492;-0.02;-0.07;0.01;-0.29;0.09;3.82;16.82;18.43
662;1;0.950;0.650;-3.511;0.01;-0.07;0.01;-0.27;0.13;2.24;18.23;17.26
663;1;0.950;0.750;-3.530;0.04;-0.06;0.01;-0.26;0.18;1.00;19.26;16.09
664;1;0.950;0.850;-3.550;0.07;-0.05;0.01;-0.25;0.21;-0.11;19.93;14.91
665;1;0.950;0.950;-3.569;0.10;-0.04;0.01;-0.24;0.21;-1.17;20.31;13.77
666;1;0.950;1.050;-3.588;0.12;-0.03;0.01;-0.21;0.21;-2.13;20.42;12.69
667;1;0.950;1.150;-3.607;0.14;-0.02;0.01;-0.17;0.20;-2.95;20.29;11.70
668;1;0.950;1.250;-3.626;0.16;0.00;0.00;-0.13;0.21;-3.66;20.00;10.81
669;1;0.950;1.350;-3.645;0.17;0.02;0.00;-0.10;0.22;-4.28;19.56;10.03
670;1;0.950;1.450;-3.664;0.18;0.03;0.00;-0.06;0.22;-4.79;19.00;9.36
671;1;0.950;1.550;-3.683;0.19;0.05;0.00;-0.03;0.21;-5.18;18.33;8.79
672;1;0.950;1.650;-3.702;0.19;0.06;0.00;0.01;0.20;-5.46;17.61;8.34
673;1;0.950;1.750;-3.721;0.19;0.08;0.00;0.04;0.20;-5.67;16.85;7.97
674;1;0.950;1.850;-3.740;0.19;0.10;0.00;0.06;0.19;-5.80;16.05;7.67
675;1;0.950;1.950;-3.759;0.18;0.11;0.00;0.08;0.18;-5.88;15.23;7.49
676;1;1.050;0.050;-3.422;-0.20;-0.06;-0.09;2.01;1.78;20.50;5.08;18.94
677;1;1.050;0.150;-3.440;-0.23;-0.02;-0.02;0.34;0.23;12.93;7.17;19.83
678;1;1.050;0.250;-3.459;-0.17;-0.04;0.01;-0.02;0.14;10.31;9.84;19.55
679;1;1.050;0.350;-3.477;-0.11;-0.06;0.02;-0.15;0.11;7.65;12.17;18.83
680;1;1.050;0.450;-3.495;-0.07;-0.06;0.02;-0.21;0.10;5.23;13.99;17.88
681;1;1.050;0.550;-3.514;-0.04;-0.06;0.02;-0.23;0.13;3.39;15.52;16.98
682;1;1.050;0.650;-3.532;-0.01;-0.06;0.02;-0.24;0.17;2.00;16.84;16.08
683;1;1.050;0.750;-3.551;0.02;-0.05;0.02;-0.25;0.20;0.80;17.88;15.12
684;1;1.050;0.850;-3.569;0.05;-0.04;0.02;-0.26;0.20;-0.36;18.55;14.11
685;1;1.050;0.950;-3.588;0.08;-0.03;0.02;-0.25;0.20;-1.42;18.96;13.12
686;1;1.050;1.050;-3.606;0.11;-0.02;0.02;-0.24;0.20;-2.36;19.15;12.19
687;1;1.050;1.150;-3.625;0.13;0.00;0.01;-0.21;0.21;-3.18;19.12;11.33
688;1;1.050;1.250;-3.643;0.15;0.01;0.01;-0.17;0.21;-3.88;18.93;10.55
689;1;1.050;1.350;-3.661;0.16;0.03;0.01;-0.14;0.21;-4.49;18.60;9.85
690;1;1.050;1.450;-3.680;0.17;0.05;0.00;-0.11;0.21;-4.98;18.16;9.25
691;1;1.050;1.550;-3.698;0.18;0.06;0.00;-0.08;0.20;-5.37;17.62;8.74
692;1;1.050;1.650;-3.717;0.18;0.08;0.00;-0.04;0.20;-5.64;16.99;8.33
693;1;1.050;1.750;-3.735;0.19;0.10;0.00;-0.01;0.19;-5.84;16.31;8.01
694;1;1.050;1.850;-3.754;0.19;0.11;0.00;0.02;0.18;-5.98;15.59;7.77
695;1;1.050;1.950;-3.772;0.18;0.13;0.00;0.05;0.18;-6.10;14.84;7.59
696;1;1.150;0.050;-3.446;-0.14;-0.02;-0.05;1.25;1.16;18.52;6.19;17.12
697;1;1.150;0.150;-3.464;-0.17;0.00;0.00;0.22;0.06;11.43;7.71;17.60
698;1;1.150;0.250;-3.482;-0.13;-0.03;0.02;-0.02;0.03;9.17;9.63;17.37
699;1;1.150;0.350;-3.500;-0.10;-0.04;0.03;-0.11;0.05;6.71;11.60;16.81
700;1;1.150;0.450;-3.518;-0.07;-0.05;0.03;-0.15;0.09;4.56;13.31;16.17
701;1;1.150;0.550;-3.535;-0.05;-0.05;0.03;-0.18;0.14;3.01;14.70;15.53
702;1;1.150;0.650;-3.553;-0.02;-0.04;0.03;-0.22;0.17;1.76;15.86;14.81
703;1;1.150;0.750;-3.571;0.01;-0.04;0.03;-0.25;0.18;0.56;16.83;14.01
704;1;1.150;0.850;-3.589;0.04;-0.03;0.03;-0.27;0.19;-0.61;17.51;13.15
705;1;1.150;0.950;-3.607;0.07;-0.02;0.03;-0.27;0.19;-1.64;17.93;12.31
706;1;1.150;1.050;-3.625;0.09;0.00;0.02;-0.25;0.20;-2.54;18.16;11.51
707;1;1.150;1.150;-3.642;0.11;0.01;0.02;-0.23;0.21;-3.35;18.22;10.76
708;1;1.150;1.250;-3.660;0.13;0.03;0.02;-0.21;0.21;-4.05;18.10;10.09
709;1;1.150;1.350;-3.678;0.15;0.04;0.01;-0.18;0.20;-4.63;17.86;9.48
710;1;1.150;1.450;-3.696;0.16;0.06;0.01;-0.14;0.20;-5.10;17.50;8.95
711;1;1.150;1.550;-3.714;0.17;0.08;0.01;-0.11;0.20;-5.48;17.05;8.51
712;1;1.150;1.650;-3.731;0.18;0.09;0.00;-0.08;0.19;-5.78;16.53;8.16
713;1;1.150;1.750;-3.749;0.18;0.11;0.00;-0.05;0.19;-5.99;15.94;7.90
714;1;1.150;1.850;-3.767;0.19;0.13;0.00;-0.02;0.18;-6.17;15.28;7.71
715;1;1.150;1.950;-3.785;0.19;0.14;0.00;0.01;0.17;-6.33;14.58;7.57
716;1;1.250;0.050;-3.471;-0.11;0.01;0.00;0.74;0.73;16.58;7.00;15.38
717;1;1.250;0.150;-3.488;-0.13;0.01;0.01;0.20;-0.02;9.95;8.45;15.64
718;1;1.250;0.250;-3.505;-0.11;-0.02;0.02;-0.01;-0.02;7.84;9.69;15.36
719;1;1.250;0.350;-3.523;-0.09;-0.03;0.03;-0.09;0.01;5.71;11.28;14.96
720;1;1.250;0.450;-3.540;-0.07;-0.04;0.03;-0.10;0.08;4.03;12.92;14.59
721;1;1.250;0.550;-3.557;-0.06;-0.04;0.04;-0.14;0.13;2.72;14.20;14.10
722;1;1.250;0.650;-3.574;-0.03;-0.03;0.04;-0.21;0.15;1.49;15.19;13.47
723;1;1.250;0.750;-3.591;-0.01;-0.03;0.04;-0.26;0.16;0.28;16.05;12.80
724;1;1.250;0.850;-3.609;0.02;-0.02;0.03;-0.28;0.18;-0.83;16.71;12.09
725;1;1.250;0.950;-3.626;0.05;0.00;0.03;-0.28;0.19;-1.83;17.15;11.38
726;1;1.250;1.050;-3.643;0.08;0.01;0.03;-0.27;0.20;-2.71;17.41;10.70
727;1;1.250;1.150;-3.660;0.10;0.02;0.02;-0.25;0.20;-3.50;17.52;10.07
728;1;1.250;1.250;-3.677;0.12;0.04;0.02;-0.23;0.20;-4.17;17.47;9.48
729;1;1.250;1.350;-3.695;0.14;0.06;0.01;-0.20;0.20;-4.73;17.28;8.97
730;1;1.250;1.450;-3.712;0.15;0.07;0.01;-0.17;0.20;-5.20;17.00;8.52
731;1;1.250;1.550;-3.729;0.17;0.09;0.01;-0.14;0.19;-5.58;16.63;8.15
732;1;1.250;1.650;-3.746;0.17;0.11;0.00;-0.11;0.19;-5.88;16.18;7.86
733;1;1.250;1.750;-3.763;0.18;0.12;0.00;-0.08;0.18;-6.12;15.68;7.64
734;1;1.250;1.850;-3.780;0.18;0.14;0.00;-0.05;0.17;-6.33;15.14;7.49
735;1;1.250;1.950;-3.798;0.19;0.15;0.00;-0.03;0.16;-6.52;14.54;7.39
736;1;1.350;0.050;-3.496;-0.10;0.02;0.02;0.43;0.38;14.77;7.32;13.82
737;1;1.350;0.150;-3.512;-0.12;0.01;0.02;0.13;-0.05;8.57;8.93;13.94
738;1;1.350;0.250;-3.529;-0.10;-0.01;0.02;0.01;0.00;6.38;9.96;13.56
739;1;1.350;0.350;-3.545;-0.09;-0.03;0.03;-0.02;0.01;4.80;11.20;13.37
740;1;1.350;0.450;-3.562;-0.08;-0.03;0.04;-0.06;0.05;3.66;12.63;13.16
741;1;1.350;0.550;-3.579;-0.07;-0.03;0.04;-0.14;0.10;2.45;13.83;12.69
742;1;1.350;0.650;-3.595;-0.04;-0.02;0.04;-0.22;0.13;1.16;14.75;12.11
743;1;1.350;0.750;-3.612;-0.02;-0.02;0.04;-0.26;0.15;0.00;15.51;11.56
744;1;1.350;0.850;-3.628;0.01;-0.01;0.04;-0.27;0.17;-1.04;16.12;10.98
745;1;1.350;0.950;-3.645;0.03;0.01;0.03;-0.28;0.18;-1.99;16.57;10.38
746;1;1.350;1.050;-3.661;0.06;0.02;0.03;-0.28;0.19;-2.86;16.85;9.80
747;1;1.350;1.150;-3.678;0.09;0.04;0.03;-0.27;0.19;-3.61;16.99;9.26
748;1;1.350;1.250;-3.695;0.11;0.05;0.02;-0.25;0.19;-4.26;16.99;8.78
749;1;1.350;1.350;-3.711;0.13;0.07;0.02;-0.22;0.19;-4.81;16.86;8.34
750;1;1.350;1.450;-3.728;0.14;0.08;0.01;-0.20;0.19;-5.27;16.64;7.97
751;1;1.350;1.550;-3.744;0.16;0.10;0.01;-0.17;0.19;-5.65;16.33;7.66
752;1;1.350;1.650;-3.761;0.17;0.12;0.01;-0.14;0.18;-5.96;15.95;7.42
753;1;1.350;1.750;-3.777;0.17;0.13;0.00;-0.11;0.17;-6.20;15.52;7.24
754;1;1.350;1.850;-3.794;0.18;0.15;0.00;-0.08;0.16;-6.40;15.04;7.11
755;1;1.350;1.950;-3.810;0.18;0.16;0.00;-0.05;0.15;-6.58;14.52;7.03
756;1;1.450;0.050;-3.520;-0.09;0.02;0.03;0.22;0.05;13.06;7.36;12.45
757;1;1.450;0.150;-3.536;-0.11;0.01;0.02;0.02;-0.12;7.36;8.93;12.40
758;1;1.450;0.250;-3.552;-0.09;-0.01;0.03;0.06;0.02;5.24;10.32;12.06
759;1;1.450;0.350;-3.568;-0.09;-0.02;0.03;0.06;0.03;4.18;11.33;12.01
760;1;1.450;0.450;-3.584;-0.09;-0.02;0.04;-0.05;0.02;3.35;12.37;11.80
761;1;1.450;0.550;-3.600;-0.08;-0.02;0.04;-0.17;0.06;2.13;13.43;11.30
762;1;1.450;0.650;-3.616;-0.06;-0.02;0.04;-0.23;0.12;0.82;14.40;10.79
763;1;1.450;0.750;-3.632;-0.03;-0.01;0.04;-0.25;0.16;-0.28;15.15;10.34
764;1;1.450;0.850;-3.648;-0.01;0.00;0.04;-0.27;0.17;-1.23;15.69;9.86
765;1;1.450;0.950;-3.664;0.02;0.02;0.03;-0.28;0.17;-2.14;16.10;9.34
766;1;1.450;1.050;-3.680;0.05;0.03;0.03;-0.29;0.18;-2.98;16.41;8.84
767;1;1.450;1.150;-3.696;0.07;0.04;0.03;-0.28;0.19;-3.70;16.59;8.40
768;1;1.450;1.250;-3.712;0.09;0.06;0.02;-0.26;0.19;-4.32;16.63;7.99
769;1;1.450;1.350;-3.728;0.11;0.08;0.02;-0.24;0.19;-4.86;16.55;7.62
770;1;1.450;1.450;-3.744;0.13;0.09;0.01;-0.22;0.18;-5.31;16.39;7.31
771;1;1.450;1.550;-3.760;0.15;0.11;0.01;-0.19;0.18;-5.69;16.14;7.07
772;1;1.450;1.650;-3.775;0.16;0.13;0.01;-0.16;0.17;-6.00;15.81;6.88
773;1;1.450;1.750;-3.791;0.17;0.14;0.00;-0.13;0.16;-6.25;15.43;6.75
774;1;1.450;1.850;-3.807;0.17;0.16;0.00;-0.10;0.15;-6.45;14.99;6.65
775;1;1.450;1.950;-3.823;0.17;0.17;0.00;-0.07;0.14;-6.64;14.51;6.60
776;1;1.550;0.050;-3.545;-0.07;0.01;0.02;0.06;-0.20;11.34;7.47;11.16
777;1;1.550;0.150;-3.560;-0.09;0.00;0.02;0.01;-0.22;6.31;8.63;10.91
778;1;1.550;0.250;-3.576;-0.09;-0.01;0.03;0.14;-0.03;4.74;10.59;10.82
